13059936,47083520
13419600,47353856
13449768,47353856
13921544,47894528
13939880,47894528
14033776,48164864
14755864,48705536
14774248,48705536
12753232,50327552
12799848,50327552
16664912,52613120
14025424,57208832
14516992,57475072
18731808,57741312
13522912,58531840
17801016,60297216
12596408,64884736
16758776,64884736
19447400,64884736
15759120,64884736
18463832,65216512
15055424,65486848
17716224,65486848
14329200,65486848
17145184,66297856
14096784,48013312
14193760,48013312
14746688,48553984
14765744,48553984
12790608,50176000
12808944,50176000
12827248,50176000
12845552,50176000
12863840,50176000
12910648,50176000
16845344,52727808
14093392,57053184
14541040,57319424
18988632,57589760
13592248,58818560
17821720,61878272
12684864,64364544
16848680,64364544
19538312,64364544
16072864,64364544
18540672,64634880
15351944,64905216
17775232,64905216
14387376,65175552
12999920,46886912
14171296,47968256
14201608,47968256
14741680,48508928
14760096,48508928
12784712,50130944
12803048,50130944
12821352,50130944
12839640,50130944
14460440,51748864
16969448,52699136
14085256,57561088
14484184,57561088
18937968,58642432
13565760,59277312
18009024,60899328
12555096,64413696
16719048,64413696
19369968,64413696
15692856,64413696
18376480,64684032
14976728,64954368
17745208,64954368
13737104,47669248
13852888,47939584
14240416,48209920
14779688,48750592
12807768,50372608
12826104,50372608
12844408,50372608
12862712,50372608
12881000,50372608
12927568,50372608
16828936,52928512
14118184,57253888
14547064,57253888
19012552,58056704
13617472,58941440
17891712,60608512
12675744,64393216
16844976,64663552
19562456,64933888
15871144,64933888
18589648,65474560
15178920,65744896
17837720,65744896
21008856,65744896
13677176,47607808
13812040,47878144
14200984,48148480
14220040,48148480
14238344,48148480
12782512,50311168
12800848,50311168
12819200,50311168
12837488,50311168
14459176,51929088
17081808,52862976
14064344,57188352
14526136,57188352
18746040,58867712
13601096,59281408
17819256,60903424
12617192,64958464
16779944,64958464
19479096,64958464
15798728,65228800
18498968,65228800
15085688,65499136
17773824,65499136
20945040,65765376
