12010096,43888640
12128168,45985792
12238352,46252032
12257248,46252032
12275552,46252032
12293856,46252032
12363512,46252032
12381816,46252032
12400104,46252032
12418392,46522368
12436712,46522368
12455000,46522368
12473288,46522368
12491576,46522368
12509872,46522368
12528160,46522368
13751232,47665152
12912704,43937792
12931120,43937792
12971920,43937792
12990208,43937792
13561240,44208128
13170632,43507712
13189000,43507712
13207288,43507712
13225576,43507712
13243864,43507712
14082704,44351488
11796960,44113920
11825432,44060672
12310296,44363776
11971456,45174784
11989776,45174784
12008064,45174784
12026352,45174784
12112568,45293568
12130888,45293568
12197744,46219264
13233064,46759936
13251384,46759936
13269672,46759936
13287960,47030272
12342368,46305280
11411248,45428736
12288408,45412352
11590232,45412352
11608152,45412352
11626072,45412352
12010456,43831296
12128528,44101632
12876768,48488448
12926464,48488448
12983048,48488448
13001352,48488448
13019656,48488448
13037960,48488448
13160128,48488448
13178416,48488448
13196704,48488448
13214992,48488448
13721768,48488448
13883336,48488448
13901624,48488448
15233368,48488448
16070432,48488448
16088720,48488448
16107008,48488448
16125296,48488448
11997232,41885696
12077176,42070016
12095672,42070016
12042992,42815488
12264008,43085824
12282328,43085824
12300616,43085824
11714016,42852352
12395592,43393024
12413912,43393024
12501000,44777472
12518632,44777472
12536232,44777472
12554032,44777472
12176056,45858816
12591648,45858816
11452600,44937216
11497776,42790912
12011152,43667456
12129224,45764608
12712720,46571520
13000128,50417664
13019864,50417664
13038168,50417664
13056472,50417664
13180392,50417664
13198680,50417664
13216968,50417664
13235256,50417664
13811256,50417664
14566168,50417664
16002320,50417664
16078200,50417664
16096488,50417664
16114776,50417664
12045016,44191744
12086240,44118016
12105440,44118016
12123728,44118016
12244392,44515328
12262712,44515328
12281000,44515328
12074408,44277760
12375472,45629440
12393792,45629440
12412080,45629440
12491144,45932544
12509208,45932544
12543408,45932544
13531728,47583232
12616008,47583232
11454456,47079424
11499632,44916736
11439504,44990464
11477856,43941888
11495984,43941888
11513904,43941888
11531824,43941888
12010920,43806720
12128992,46170112
14124352,48123904
14558440,48664576
13042640,50556928
13081152,50556928
13099456,50556928
13221104,50556928
13239392,50556928
13257680,50556928
13275968,50556928
13498472,50556928
13802400,50556928
14706200,50556928
15964760,50556928
15983048,50556928
16001336,50556928
13360176,44183552
12007120,44453888
12035592,44453888
12054056,44453888
12079752,43945984
12193520,45297664
12211840,45297664
12230128,45297664
12274136,45395968
12306672,45395968
12324960,45395968
11565936,44814336
12467712,45944832
12486536,45944832
12504136,45944832
12154760,46485504
12570280,46485504
11443176,45330432
11481784,44281856
11440760,43085824
11473440,43085824
12010264,43962368
13113608,45105152
14015456,45916160
14528456,46456832
14547128,46456832
14565432,46456832
13025400,48349184
13166784,48619520
13185152,48619520
13203440,48619520
13221728,48619520
14368768,48619520
14959120,48619520
16045616,48619520
16063904,48619520
16082192,48619520
16100480,48619520
14714544,49491968
14732864,49491968
14751152,49491968
14926856,49491968
16861184,50327552
16879504,50327552
16897792,50327552
17888440,50864128
18970520,51945472
18988840,51945472
19007128,52215808
21082448,54919168
21100080,54919168
21117680,54919168
11723368,55189504
13379552,55189504
13397696,55189504
13414960,55189504
13588392,55189504
13605656,55189504
13622920,55189504
